run,init,order,converged,stable_count,final_r_strat,elapsed,excel_file,Q_ch,lam_ch,Q_eu,lam_eu,Q_us,lam_us,Q_apac,lam_apac,Q_roa,lam_roa,Q_row,lam_row
run_011_low_eu_us_row_ch_mid,low_eu_us_row,ch_mid,True,3,0.0026574532180940985,130.6132579999976,run_011_low_eu_us_row_ch_mid.xlsx,744.799993403056,163.2777424945274,0.06848429799774801,198.12311256671703,3.750343154007428e-05,194.62288752612707,87.99987146494148,180.40353852330261,0.0,223.23032345307493,0.06985301431031685,199.43824662469126
run_012_low_eu_us_row_reverse,low_eu_us_row,reverse,True,3,0.00043867476736696447,130.90783709997777,run_012_low_eu_us_row_reverse.xlsx,744.7999958507835,163.27774226166986,0.04644601442934941,198.11262639148083,0.00020788111050861223,194.60870537998073,87.99993427847426,180.40353749031166,0.0,223.21759971570467,0.10744930455111416,199.42756406869208
run_013_mid_all_default,mid_all,default,True,3,1.7190375595308886e-05,384.3588612000458,run_013_mid_all_default.xlsx,308.4536446246643,188.57812979615372,11.000309786996619,298.19191201227994,11.498488132230506,294.2560149034731,109.99998410096293,279.6105091234082,0.0,314.08793244848965,146.49999409615074,298.6600663315062
run_014_mid_all_ch_last,mid_all,ch_last,True,3,0.0033832293746454216,130.75872000004165,run_014_mid_all_ch_last.xlsx,465.4999403047033,163.277743618485,3.2979693531058376,198.1364736922127,11.499836541014865,194.63354302098386,55.7793265481925,180.4035383540628,0.0,223.23999452939987,146.50011134235604,199.4499889630505
run_015_mid_all_ch_mid,mid_all,ch_mid,True,3,2.7129769933464942e-05,130.7376532999333,run_015_mid_all_ch_mid.xlsx,465.4999336247225,163.2777448079262,3.2984734037946364,198.12050565538436,11.499752449761989,194.6182194982984,55.01617224604742,180.40352436316232,0.0,223.22943955070932,146.49999096988438,199.42690774379457
run_016_mid_all_reverse,mid_all,reverse,True,3,0.0001127294500715692,130.60771360003855,run_016_mid_all_reverse.xlsx,465.4999192689792,163.27774381387817,10.99931200396387,198.1106006914233,11.502136149290276,194.60970903496002,55.000066287394404,180.4035392505313,0.0,223.21681111589643,146.49998575541812,199.42469066260438
run_017_low_all_default,low_all,default,True,3,0.00011953288806027729,195.94797029998153,run_017_low_all_default.xlsx,308.45348573097965,188.56212432599182,15.400201505510626,298.54574882092743,16.099884712860877,294.11654001474824,109.99945592243324,279.7752057832694,0.0,314.08673130635384,0.014623170418556842,298.90293510115356
run_018_low_all_ch_last,low_all,ch_last,True,3,0.00025912736753296267,328.01760150003247,run_018_low_all_ch_last.xlsx,308.5138158064535,188.55178445390453,20.019844779690978,297.23706372621115,0.002577611250318042,294.8858573382034,109.99999289069639,279.35528337957345,0.0,314.09800494170275,0.0012191972719316122,298.4083717650747
run_019_low_all_ch_mid,low_all,ch_mid,True,3,7.359880083087944e-05,313.1145764000248,run_019_low_all_ch_mid.xlsx,308.71932965754576,188.49159155273472,19.76596426701608,299.2301709963407,0.04286783410721591,291.9976195698761,109.99999997427656,277.72075483498134,0.0,314.0826273982333,0.0240351550422776,299.66186277769555
run_020_low_all_reverse,low_all,reverse,True,3,2.589208634493386e-05,313.5524744000286,run_020_low_all_reverse.xlsx,308.49235735868507,188.5793802580277,5.445139987127939,298.1870209306718,0.09522811000661098,294.65881450224134,109.99999986628346,279.31421913353034,0.0,314.0980185203739,0.21332776961088673,298.3666794915987
